text,label
totally addicted to xbox carcassonne.  i also really love tomb raider legend.  and still badly NEED bolt.,joy and happiness
"Totally been too long since I updated.  Saw Star Trek, excellent!  Killed Yogg-Saron 10 man.  Memorial Day killed 25 man raids",joy and happiness
Totally enjoying my day off  woohoo for Mondays.,joy and happiness
totally forgot she had soccer today. ugh  today was actually good too...,joy and happiness
totally having austin powers withdrawl symptons and Darrius withdrawl symptoms and mommy and minne withdrawl syamptoms.,fear and worry
totally just got hit on by one of her bar guests! Ha ha...Yay me!,joy and happiness
totally overstressed ... going to work now ... just want the college work to go away ... i don't wanna fail,fear and worry
"Totally prepped for interview at 10, too bad twitter is off line..  - http://mobypicture.com/?onewzs",fear and worry
"To'Why can't we brothers protect one another? No one's serious, and it makes me furious. Don't be misled, just think of Fred.' #mayfield",anger
Town is lively. Something happen?,joy and happiness
Town. Uncle and Gabriel are coming in. I miss Gabe  Tempted to ask if I can go back to Baton Rouge with and stay with other side of fam...,sadness
toy story 3! june 2010. i can't wait that long.,joy and happiness
Tracy and Berwick breaks my achy breaky heart  They split ways in the hallways.,sadness
"Traded her iPod for my brother`s cellphone. My phone died, e",fear and worry
"Traditionalists say it should be bored by or bored with, but not bored of, a 'rule' cheerfully ignored",joy and happiness
"Traffic along McArthur!  okay, keeping my eyes on the road and my hands on the phone, err, steering wheel.",fear and worry
Traffic is horrific on 695..I jus wanna gt my dog,fear and worry
Traffic jams are rubbish. Anyone know what's going on on the A48 between Cowbridge and Cardiff? We're stuck both directions,sadness
Training #Stud-Life: A fost Tiberiu Lovin la noi. Am aflat ca sunt imbecili peste tot. FUN,fear and worry
trainwreck. nicee,joy and happiness
Trance or Drum'n'Bass are awesome for working!!  *dances it out*,joy and happiness
transferring 368558682 photos is annoying.. I want to watch Up,fear and worry
"Transform your hardship(s) into a burning #desire to succeed. Never #fear #failure, without it there would be no #success. $SPX #FinTech",fear and worry
Transitioning to a new job is hard when you have nothing but joyful memories of the previous one. Thanks @LifeTeen for changing my life! ❤️,joy and happiness
translating my topic &quot;quadratic congruences&quot; for my tutorial in elementary number theory  I have to do this tutorial OMG,fear and worry
"Transparency and openness ' is a dull sell for a fans group - want more verbs like buying, defending, building and securing.",sadness
Travel blog up and running!  http://charlenedianetravels.blogspot.com Can't wait to start filling it up with entries! ),joy and happiness
"Travel trade stalwart, David Steele of City Cruises marks his retirement with a Thames Cruise Party tonight - press day means I miss out",joy and happiness
"traveling alone makes i meet new people,new circle ..strangers become friends",joy and happiness
"Traveling faster than light might actually be possible. (space.com http://bit.ly/7Ex4J ) yeah, enterprise we'r comin'",joy and happiness
traveling to L.a to see my grandpa in the hospital...another road block for my family to cross....,sadness
traveling to L.a today to see grandpa in hospital..Yet another road block to cross fro my family,fear and worry
Treat joy and laughter as a form of worship and spiritual warfare!  #live #victory #worship,joy and happiness
Treat joy and laughter as a form of worship and spiritual warfare! #laughter #live #victory #worship,joy and happiness
Tremor!!!\n ,fear and worry
Tremor!!!\n #tremor,fear and worry
Trending Topics on Twitter used to useful. Now they're just like middle schoolers passing around notes cause class is boring.,sadness
Trial result #sadness,sadness
Tribal Cafe.  Watermelon slush.  Natalie singing.  Ashley&quot;s birthday.  Love all around,joy and happiness
tried  to sleep but i cant bout 2 call tisha,fear and worry
Tried Nokia's Ovi music store: &quot;Nokia Music does not currently support the Mozilla Firefox (Mac OS X) browser on your operating system&quot;,fear and worry
Tried on all the shoes in new look,fear and worry
"tried oprahs free unfried kfc and loved it  i went back for another try and topped it with boba and wolverine.Chilled with pope,dave,ben",joy and happiness
Tried to do an Audioboo recording but it' distorted due to the high volume  #OBS,sadness
tried to do something funny on twitter but failed.,joy and happiness
tried to swat a fly with my Buddhist magazine... bad karma,sadness
"Trip to DC next week canceled.  So, no Artomatic or beer with @genehack.",sadness
Trips are soooo not fun when you're sick,fear and worry
troubled soul don't loose your heart 'cause joy and peace he brings and the beauty that's in store outweighs the hurt of life's sting.,anger
Truck full of silver bars imploded on itself.  Delayed us an hour and we didn't  even get a bar for our troubles.  No photo,sadness
"Truck has bit the dust, don't know if I'll make the Mustangs game tomorrow",fear and worry
Trued a rim!  I'm getting good at this! o_O,fear and worry
Trully a awful day! Shitty!,sadness
Truly sad... My cheap little camcorder just shot craps.....,fear and worry
Trump supports reach another level of irritation within me,anger
"Trumpism likewise rests on a bed of racial resentment that was made knowingly and intentionally, long before Trump got into politics.",anger
Trust me to lose my wallet and have to call Lifeguard &amp; Swimmers social early as VC @YSJFC ,fear and worry
Trust me to lose my wallet and have to call Lifeguard &amp; Swimmers social early as VC @YSJFC #nightmare,fear and worry
Try to find the good in the negative. The negative can turn out to be good.\n #anxietyrelief  #openminded,joy and happiness
Try to find the good in the negative. The negative can turn out to be good.\n#anxietyrelief #optimism #openminded,joy and happiness
try to play John Travolta's &quot;Grease Lightning&quot; bassline.. it's cool,joy and happiness
tryin not to fall asleep at work...,sadness
Tryin to get motivated to go downtown to meet with my girl friends... Kinda dont want to but I always cancel,fear and worry
Tryin to upload a new pic but this shit says its too big,fear and worry
"Trying out a new Twitter client, can't seem to get a new theme applied to DestroyTwitter",sadness
"Trying Resco MobileForms Toolkit and sample. Trial messages ruin everything, the sample has bugs, it's running slow. Poor 1st impression.",fear and worry
trying this out with my sweet lil iPod... I am totally nerding out. and... totally ok with it,joy and happiness
"Trying this twitter thing out. Facebook is finally a routine for me, now i need to figure out how to do the twitter thing",fear and worry
Trying to book holiday flights on @britishairways website is becoming a ,fear and worry
Trying to book holiday flights on @britishairways website is becoming a #nightmare,fear and worry
Trying to calm down kitten.  She is so rowdy.,fear and worry
"Trying to decide on a movie with the friends.. not going to well! lol :p  No bible study 2nite, which means no b-day cake  buy my own??",sadness
"trying to do a blend. i know, i suck at them but there's no harm in trying.",sadness
trying to figure it out,fear and worry
Trying to figure out how this works  ... BOO,fear and worry
Trying to figure out how to personalize my downloaded Wordpress blog!  Not as easy as I was hoping   Any suggestions?,fear and worry
Trying to figure out how to use Twitter.......I'm old,fear and worry
Trying to figure out the perfect way of leading a principled life,fear and worry
Trying to figure out this whole &quot;Twitter&quot; thing! Thanks Scott &amp; Allison...now I can't concentrate on work,sadness
trying to figure this twitter thing out!   I'm quite excited about it,joy and happiness
Trying to find a foreign place in a foreign town  i have being lost,fear and worry
trying to find some friends and not having any luck,fear and worry
trying to find some friends and not having any luck,sadness
trying to fix my internet connection...guess my 'prayers' have been answered and i wont have any study distractions  ugh,fear and worry
trying to fix my sister's ipod  then phoenix tomorrow morning at 445am! hopefully i'll actually get to play this tournament. stupid fence.,sadness
trying to get a sale in my job...,fear and worry
Trying to get drunk at alexandre's! I love this place!!! Awesome cheap drinks! And awesome people!,joy and happiness
